EID,Name,Wk_End,Hours
2210.0,Madison Fuller,2023-11-03,37.8
2225.0,Jason Mayer,2023-11-03,45.0
2207.0,Caitlyn Roberts,2023-11-03,37.7
2196.0,Nathan Carey,2023-11-03,39.9
2217.0,Andrew Stephens,2023-11-03,39.4
2064.0,Donna Estrada,2023-11-03,37.1
2103.0,Caroline Lee,2023-11-03,40.6
2001.0,Michael Davis,2023-11-03,38.3
2069.0,Bryce Marshall,2023-11-03,37.1
2246.0,Melanie Stevenson,2023-11-03,37.2
2245.0,Donald Pratt,2023-11-03,37.4
2061.0,Kelly Williams,2023-11-03,37.6
2172.0,Lauren Richardson,2023-11-03,38.4
2231.0,Brandon Garrett,2023-11-03,39.2
2005.0,Ruben Anderson,2023-11-03,38.7
2045.0,Melissa Barber,2023-11-03,41.7
2123.0,Dana Patterson,2023-11-03,46.8
2191.0,Aaron Turner,2023-11-03,45.6
2134.0,Rachel Washington,2023-11-03,43.6
2019.0,Andrew Smith,2023-11-03,37.3
2013.0,Amber Vargas,2023-11-03,45.9
2012.0,Meredith Jackson,2023-11-03,39.9
2076.0,Mark Atkinson,2023-11-03,38.5
2153.0,April Carroll,2023-11-03,43.7
2087.0,Jessica Hicks,2023-11-03,46.2
2200.0,Lori Dominguez,2023-11-03,37.2
2166.0,Yvette Lewis,2023-11-03,47.0
2035.0,James Garcia,2023-11-03,38.6
2021.0,Joseph Green,2023-11-03,39.4
2127.0,Andre Fritz,2023-11-03,42.8
2000.0,Michael Thomas,2023-11-03,39.4
2247.0,Jon Navarro,2023-11-03,39.3
2204.0,Barbara Martin,2023-11-03,37.5
2024.0,Jennifer Cohen,2023-11-03,40.4
2186.0,Mr. Lawrence Cortez,2023-11-03,42.2
2095.0,Ian West,2023-11-03,38.1
2230.0,Melissa Wallace,2023-11-03,37.8
2238.0,Nicholas Guerrero,2023-11-03,40.1
2165.0,Bobby Park,2023-11-03,40.3
2110.0,Michael Davis,2023-11-03,40.7
2244.0,Brian Davis,2023-11-03,37.2
2208.0,Joshua Lewis,2023-11-03,37.5
2085.0,Mary Booth,2023-11-03,38.8
2216.0,Kevin Johnson,2023-11-03,42.6
2197.0,Adam Thomas,2023-11-03,48.7
2114.0,Andrea Jensen,2023-11-03,37.7
2201.0,Kimberly Hudson,2023-11-03,38.8
2162.0,Shane Rodgers,2023-11-03,37.9
2111.0,Jeremy Shaw,2023-11-03,39.6
2214.0,Brian Hoover,2023-11-03,41.2
2176.0,Brenda Joseph,2023-11-03,37.1
2241.0,Kelly Simpson,2023-11-03,37.5
2034.0,Michael Martinez,2023-11-03,37.3
2094.0,Ricky Robinson,2023-11-03,38.8
2175.0,Monica Hartman,2023-11-03,37.0
2043.0,Katelyn Dunn,2023-11-03,38.9
2099.0,Brian Bean,2023-11-03,37.0
2080.0,Sean Jones,2023-11-03,45.8
2128.0,James Phelps,2023-11-03,40.5
2138.0,Anita Randall,2023-11-03,37.6
2098.0,Mario Garcia,2023-11-03,37.8
2040.0,Daniel Blair,2023-11-03,38.3
2115.0,Bobby Ho,2023-11-03,37.4
2179.0,Wesley Waters,2023-11-03,37.9
2142.0,David Smith,2023-11-03,46.9
2136.0,Tina Davis,2023-11-03,43.6
2149.0,Sarah Cruz MD,2023-11-03,37.3
2002.0,Mr. Jeffrey Watson PhD,2023-11-03,37.1
2215.0,Jesus Cherry,2023-11-03,40.3
2229.0,Scott Morris,2023-11-03,40.8
2058.0,Joseph Haney,2023-11-03,37.1
2233.0,David Harrell,2023-11-03,40.7
2140.0,Robert Owen,2023-11-03,39.5
2177.0,Antonio Torres,2023-11-03,42.4
2224.0,Michael Hutchinson,2023-11-03,37.2
2211.0,Janet Davis,2023-11-03,42.5
2248.0,Angela Byrd,2023-11-03,45.7
2057.0,Michelle Lopez,2023-11-03,43.0
2028.0,Tina Walker,2023-11-03,48.0
2187.0,Katherine Green,2023-11-03,37.0
2148.0,Shawna Ray,2023-11-03,45.0
2178.0,Ruben Curtis,2023-11-03,38.0
2046.0,Allison Rodriguez,2023-11-03,40.2
2112.0,Anna Evans,2023-11-03,41.7
2220.0,Eddie Aguilar,2023-11-03,37.0
2158.0,Deborah Mcconnell,2023-11-03,45.7
2023.0,Andrew Robbins,2023-11-03,37.4
2052.0,Jillian Collins,2023-11-03,44.4
2036.0,Gary Green,2023-11-03,38.4
2203.0,Jamie Smith,2023-11-03,38.4
2081.0,Bryce Soto,2023-11-03,37.7
2237.0,Cody Martinez DDS,2023-11-03,43.8
2096.0,Jonathan Lopez Jr.,2023-11-03,39.0
2147.0,Crystal Russo,2023-11-03,37.5
2016.0,Amanda Levy,2023-11-03,56.1
2004.0,Samantha Bennett,2023-11-03,37.1
2188.0,Janet Davidson,2023-11-03,37.4
2017.0,Heather Newman,2023-11-03,44.7
2011.0,Matthew Cummings,2023-11-03,37.6
2143.0,Christopher Butler,2023-11-03,43.1
2030.0,Jimmy Brown,2023-11-03,37.7
2062.0,Jimmy Ruiz,2023-11-03,42.0
2152.0,Wendy Moore,2023-11-03,37.2
2205.0,Anthony Callahan,2023-11-03,38.5
2113.0,Brandy Short,2023-11-03,37.5
2010.0,Meghan Davis,2023-11-03,43.7
2129.0,Scott Johnson,2023-11-03,39.6
2097.0,Christopher Lambert,2023-11-03,37.2
2137.0,Terry Salazar,2023-11-03,37.3
2006.0,Katie Andrews,2023-11-03,38.6
2212.0,William Perez,2023-11-03,37.4
2133.0,Jody Mueller,2023-11-03,38.0
2109.0,Patrick Scott,2023-11-03,38.3
2079.0,Sabrina Alexander,2023-11-03,37.0
2118.0,Linda Vazquez DVM,2023-11-03,37.4
2108.0,Michael Anderson,2023-11-03,37.3
2038.0,Derrick Lyons,2023-11-03,38.1
2157.0,Brandon Davis,2023-11-03,38.1
2234.0,Pamela Wilkerson,2023-11-03,38.9
2047.0,Sue Barry,2023-11-03,39.0
2033.0,Jerry Myers,2023-11-03,40.6
2059.0,Kaylee Anderson,2023-11-03,37.1
2174.0,Patrick Watkins,2023-11-03,52.6
2050.0,Glenn Ramos,2023-11-03,38.0
2180.0,John Smith,2023-11-03,37.5
2093.0,Richard Webster,2023-11-03,45.4
2159.0,Jordan Johnson,2023-11-03,39.8
2056.0,Christopher Mays,2023-11-03,40.8
2007.0,Kerry Lopez,2023-11-03,50.0
2117.0,Devon Foster,2023-11-03,39.1
2232.0,Gary Daniel,2023-11-03,37.4
2084.0,James Anderson,2023-11-03,37.6
2086.0,Christina Sandoval,2023-11-03,41.3
2107.0,Alexa Downs,2023-11-03,39.9
2025.0,Kristopher Ortiz,2023-11-03,38.2
2039.0,Rebecca Olson,2023-11-03,37.5
2074.0,Deanna Sanders,2023-11-03,37.2
2009.0,Virginia Cervantes,2023-11-03,38.6
2154.0,Kelli Bennett,2023-11-03,39.8
2073.0,Mary Morton,2023-11-03,38.4
2070.0,Angela Shannon,2023-11-03,39.9
2051.0,Mr. Frank Cook Jr.,2023-11-03,40.4
2100.0,Jessica Arnold,2023-11-03,37.8
2014.0,Megan Jones,2023-11-03,38.1
2132.0,William Wright,2023-11-03,37.1
2082.0,Mary Li,2023-11-03,37.3
2055.0,Elizabeth Anderson,2023-11-03,37.7
2048.0,Craig Leon,2023-11-03,38.1
2161.0,Melissa Perez,2023-11-03,37.2
2151.0,Julie Ramos,2023-11-03,37.1
2221.0,Alison Mcintyre,2023-11-03,39.4
2189.0,John Rios,2023-11-03,39.0
2226.0,Roy King,2023-11-03,38.3
2202.0,Michael Nelson,2023-11-03,57.0
2067.0,Thomas Davis,2023-11-03,38.7
2015.0,Elizabeth Lam,2023-11-03,39.0
2018.0,Elizabeth Vaughn,2023-11-03,37.2
2022.0,Sarah Vincent,2023-11-03,40.5
2144.0,Autumn Mccormick,2023-11-03,39.2
2194.0,Michelle Merritt,2023-11-03,37.8
2075.0,Lori Morris,2023-11-03,48.9
2150.0,Terry Fowler,2023-11-03,47.2
2163.0,Barbara Robinson,2023-11-03,39.9
2169.0,Ashley Marshall,2023-11-03,38.1
2042.0,John Wallace,2023-11-03,38.7
2063.0,Alexa Robbins,2023-11-03,39.8
2116.0,Brian Anderson,2023-11-03,41.3
2082.0,Mary Li,2023-11-10,40.8
2229.0,Scott Morris,2023-11-10,43.6
2148.0,Shawna Ray,2023-11-10,42.7
2076.0,Mark Atkinson,2023-11-10,43.4
2083.0,Phillip Smith,2023-11-10,37.2
2080.0,Sean Jones,2023-11-10,41.0
2193.0,Emily Miller,2023-11-10,37.9
2009.0,Virginia Cervantes,2023-11-10,43.0
2230.0,Melissa Wallace,2023-11-10,37.3
2046.0,Allison Rodriguez,2023-11-10,38.9
2130.0,Cynthia Anderson,2023-11-10,39.7
2028.0,Tina Walker,2023-11-10,39.0
2149.0,Sarah Cruz MD,2023-11-10,38.0
2205.0,Anthony Callahan,2023-11-10,47.8
2150.0,Terry Fowler,2023-11-10,38.5
2198.0,Angela Davis,2023-11-10,37.6
2199.0,Daniel Stone,2023-11-10,38.2
2129.0,Scott Johnson,2023-11-10,40.0
2036.0,Gary Green,2023-11-10,37.1
2087.0,Jessica Hicks,2023-11-10,38.8
2156.0,Daniel Thompson,2023-11-10,39.4
2194.0,Michelle Merritt,2023-11-10,38.2
2154.0,Kelli Bennett,2023-11-10,37.5
2030.0,Jimmy Brown,2023-11-10,39.0
2067.0,Thomas Davis,2023-11-10,39.6
2068.0,Cathy Fuller,2023-11-10,46.8
2078.0,Ross Washington,2023-11-10,42.2
2248.0,Angela Byrd,2023-11-10,37.9
2221.0,Alison Mcintyre,2023-11-10,38.6
2001.0,Michael Davis,2023-11-10,38.4
2247.0,Jon Navarro,2023-11-10,42.5
2197.0,Adam Thomas,2023-11-10,41.4
2085.0,Mary Booth,2023-11-10,58.6
2035.0,James Garcia,2023-11-10,42.8
2195.0,Christopher Richmond,2023-11-10,37.1
2242.0,Gabriel Green,2023-11-10,38.0
2042.0,John Wallace,2023-11-10,37.3
2225.0,Jason Mayer,2023-11-10,37.6
2031.0,Scott Bradford,2023-11-10,38.5
2086.0,Christina Sandoval,2023-11-10,37.9
2081.0,Bryce Soto,2023-11-10,37.8
2206.0,Richard Rodriguez,2023-11-10,38.4
2029.0,Veronica Carson,2023-11-10,41.0
2084.0,James Anderson,2023-11-10,37.1
2147.0,Crystal Russo,2023-11-10,39.5
2228.0,Donna Miller,2023-11-10,41.0
2155.0,Jonathan Hernandez,2023-11-10,40.7
2027.0,Chelsea Rojas,2023-11-10,38.3
2079.0,Sabrina Alexander,2023-11-10,37.1
2218.0,Jeffery Boyd,2023-11-10,38.3
2196.0,Nathan Carey,2023-11-10,40.8
2219.0,Wanda Nichols,2023-11-10,39.1
2077.0,Jake Rojas,2023-11-10,38.2
2166.0,Yvette Lewis,2023-11-10,38.9
2002.0,Mr. Jeffrey Watson PhD,2023-11-10,37.2
2066.0,Trevor Howard,2023-11-10,38.4
2017.0,Heather Newman,2023-11-10,52.7
2146.0,Monica Nelson,2023-11-10,38.5
2005.0,Ruben Anderson,2023-11-10,37.4
2105.0,Tamara Riley,2023-11-10,37.5
2153.0,April Carroll,2023-11-10,41.2
2106.0,Danielle Edwards,2023-11-10,38.2
2053.0,Joel Brooks,2023-11-10,37.5
2160.0,April Evans,2023-11-10,38.2
2019.0,Andrew Smith,2023-11-10,40.7
2181.0,Tracy Garrison,2023-11-10,39.5
2126.0,Sherri Horton,2023-11-10,39.4
2139.0,Christine Reyes,2023-11-10,40.4
2236.0,Brian Turner,2023-11-10,37.0
2107.0,Alexa Downs,2023-11-10,37.4
2039.0,Rebecca Olson,2023-11-10,39.1
2132.0,William Wright,2023-11-10,37.0
2182.0,Caitlin Bruce,2023-11-10,39.2
2108.0,Michael Anderson,2023-11-10,37.0
2180.0,John Smith,2023-11-10,39.0
2033.0,Jerry Myers,2023-11-10,47.8
2018.0,Elizabeth Vaughn,2023-11-10,37.2
2161.0,Melissa Perez,2023-11-10,38.2
2049.0,Christopher Bolton,2023-11-10,37.1
2226.0,Roy King,2023-11-10,43.4
2109.0,Patrick Scott,2023-11-10,39.9
2043.0,Katelyn Dunn,2023-11-10,37.8
2138.0,Anita Randall,2023-11-10,37.8
2179.0,Wesley Waters,2023-11-10,43.2
2241.0,Kelly Simpson,2023-11-10,37.5
2110.0,Michael Davis,2023-11-10,46.1
2244.0,Brian Davis,2023-11-10,37.1
2111.0,Jeremy Shaw,2023-11-10,41.9
2059.0,Kaylee Anderson,2023-11-10,37.0
2210.0,Madison Fuller,2023-11-10,37.6
2104.0,Marilyn Moore,2023-11-10,37.8
2235.0,Kayla Garcia,2023-11-10,38.4
2165.0,Bobby Park,2023-11-10,41.2
2186.0,Mr. Lawrence Cortez,2023-11-10,43.4
2142.0,David Smith,2023-11-10,41.7
2099.0,Brian Bean,2023-11-10,39.4
2022.0,Sarah Vincent,2023-11-10,40.2
2159.0,Jordan Johnson,2023-11-10,45.2
2234.0,Pamela Wilkerson,2023-11-10,40.9
2038.0,Derrick Lyons,2023-11-10,37.1
2151.0,Julie Ramos,2023-11-10,37.1
2048.0,Craig Leon,2023-11-10,37.2
2100.0,Jessica Arnold,2023-11-10,42.9
2074.0,Deanna Sanders,2023-11-10,37.6
2185.0,Virginia Oneal,2023-11-10,37.3
2168.0,Theresa Baker,2023-11-10,39.5
2141.0,Anita Bell,2023-11-10,37.6
2101.0,Paula Guerrero,2023-11-10,37.9
2209.0,Sarah Payne,2023-11-10,38.0
2020.0,Alan Mejia,2023-11-10,41.0
2045.0,Melissa Barber,2023-11-10,38.2
2140.0,Robert Owen,2023-11-10,37.1
2183.0,Jonathan Romero,2023-11-10,46.0
2060.0,Peter Scott,2023-11-10,37.2
2103.0,Caroline Lee,2023-11-10,37.4
2058.0,Joseph Haney,2023-11-10,37.7
2127.0,Andre Fritz,2023-11-10,45.5
2102.0,Shannon Johnson,2023-11-10,40.1
2217.0,Andrew Stephens,2023-11-10,38.1
2184.0,William Hardin,2023-11-10,37.9
2021.0,Joseph Green,2023-11-10,46.6
2061.0,Kelly Williams,2023-11-10,38.2
2227.0,Megan Johnson,2023-11-10,38.2
2245.0,Donald Pratt,2023-11-10,37.4
2215.0,Jesus Cherry,2023-11-10,38.9
2006.0,Katie Andrews,2023-11-10,40.6
2237.0,Cody Martinez DDS,2023-11-10,40.5
2050.0,Glenn Ramos,2023-11-10,37.6
2070.0,Angela Shannon,2023-11-10,37.1
2239.0,Michael Reed,2023-11-10,41.2
2135.0,Megan Glenn,2023-11-10,38.7
2125.0,John Miller,2023-11-10,38.0
2119.0,Hannah Monroe,2023-11-10,44.5
2072.0,Ariana Johnson,2023-11-10,37.4
2222.0,Robert Smith,2023-11-10,37.9
2173.0,David Ochoa,2023-11-10,37.4
2163.0,Barbara Robinson,2023-11-10,41.0
2120.0,Brittany Sanchez,2023-11-10,48.4
2134.0,Rachel Washington,2023-11-10,80.0
2172.0,Lauren Richardson,2023-11-10,37.3
2013.0,Amber Vargas,2023-11-10,44.5
2008.0,Elizabeth Oneal,2023-11-10,37.2
2121.0,Gabrielle Barber,2023-11-10,37.1
2164.0,Joy Boyd,2023-11-10,38.4
2133.0,Jody Mueller,2023-11-10,37.0
2170.0,Ronald Sullivan,2023-11-10,37.2
2054.0,Kevin Rose,2023-11-10,38.7
2071.0,Dana Hampton,2023-11-10,37.5
2123.0,Dana Patterson,2023-11-10,47.0
2012.0,Meredith Jackson,2023-11-10,37.9
2007.0,Kerry Lopez,2023-11-10,44.0
2041.0,Brittany Hudson,2023-11-10,38.1
2171.0,Nichole Wade,2023-11-10,38.8
2243.0,Alicia Smith,2023-11-10,38.6
2000.0,Michael Thomas,2023-11-10,57.6
2122.0,Alexis Cook,2023-11-10,39.4
2213.0,Jennifer Ross,2023-11-10,43.8
2240.0,Jessica George,2023-11-10,38.2
2124.0,Sheri Perez,2023-11-10,39.9
2201.0,Kimberly Hudson,2023-11-10,37.0
2014.0,Megan Jones,2023-11-10,46.6
2055.0,Elizabeth Anderson,2023-11-10,54.7
2211.0,Janet Davis,2023-11-10,49.9
2178.0,Ruben Curtis,2023-11-10,37.0
2073.0,Mary Morton,2023-11-10,42.9
2112.0,Anna Evans,2023-11-10,39.4
2057.0,Michelle Lopez,2023-11-10,41.2
2177.0,Antonio Torres,2023-11-10,40.5
2216.0,Kevin Johnson,2023-11-10,38.7
2137.0,Terry Salazar,2023-11-10,37.9
2113.0,Brandy Short,2023-11-10,39.9
2152.0,Wendy Moore,2023-11-10,37.2
2016.0,Amanda Levy,2023-11-10,49.7
2011.0,Matthew Cummings,2023-11-10,38.1
2162.0,Shane Rodgers,2023-11-10,38.1
2114.0,Andrea Jensen,2023-11-10,38.1
2203.0,Jamie Smith,2023-11-10,38.7
2214.0,Brian Hoover,2023-11-10,46.9
2238.0,Nicholas Guerrero,2023-11-10,40.5
2118.0,Linda Vazquez DVM,2023-11-10,41.2
2174.0,Patrick Watkins,2023-11-10,39.0
2117.0,Devon Foster,2023-11-10,38.9
2056.0,Christopher Mays,2023-11-10,44.3
2202.0,Michael Nelson,2023-11-10,38.9
2116.0,Brian Anderson,2023-11-10,43.2
2051.0,Mr. Frank Cook Jr.,2023-11-10,40.0
2169.0,Ashley Marshall,2023-11-10,37.2
2212.0,William Perez,2023-11-10,39.2
2175.0,Monica Hartman,2023-11-10,38.5
2040.0,Daniel Blair,2023-11-10,38.5
2115.0,Bobby Ho,2023-11-10,37.2
2136.0,Tina Davis,2023-11-10,41.2
2176.0,Brenda Joseph,2023-11-10,38.3
2015.0,Elizabeth Lam,2023-11-10,44.3
2004.0,Samantha Bennett,2023-11-10,40.8
2223.0,April Wilson,2023-11-10,42.0
2093.0,Richard Webster,2023-11-10,37.3
2192.0,Connie Miller,2023-11-10,37.4
2189.0,John Rios,2023-11-10,37.5
2064.0,Donna Estrada,2023-11-10,37.3
2023.0,Andrew Robbins,2023-11-10,40.7
2190.0,Jennifer Olsen,2023-11-10,37.4
2094.0,Ricky Robinson,2023-11-10,37.5
2047.0,Sue Barry,2023-11-10,45.5
2200.0,Lori Dominguez,2023-11-10,40.4
2143.0,Christopher Butler,2023-11-10,38.7
2131.0,Monique Hudson,2023-11-10,39.0
2233.0,David Harrell,2023-11-10,42.6
2026.0,Gregory Lopez,2023-11-10,39.9
2144.0,Autumn Mccormick,2023-11-10,38.9
2187.0,Katherine Green,2023-11-10,37.4
2191.0,Aaron Turner,2023-11-10,48.6
2069.0,Bryce Marshall,2023-11-10,37.7
2224.0,Michael Hutchinson,2023-11-10,37.0
2145.0,Stephen Beck,2023-11-10,37.2
2063.0,Alexa Robbins,2023-11-10,37.3
2034.0,Michael Martinez,2023-11-10,38.7
2096.0,Jonathan Lopez Jr.,2023-11-10,37.4
2089.0,Kimberly Gonzales,2023-11-10,48.1
2091.0,Ryan Ryan,2023-11-10,37.8
2075.0,Lori Morris,2023-11-10,37.8
2249.0,Jennifer Koch,2023-11-10,44.2
2188.0,Janet Davidson,2023-11-10,38.4
2010.0,Meghan Davis,2023-11-10,42.0
2158.0,Deborah Mcconnell,2023-11-10,39.7
2092.0,Eric Martinez,2023-11-10,39.1
2167.0,Molly Franklin,2023-11-10,42.2
2231.0,Brandon Garrett,2023-11-10,40.9
2062.0,Jimmy Ruiz,2023-11-10,42.8
2207.0,Caitlyn Roberts,2023-11-10,37.5
2208.0,Joshua Lewis,2023-11-10,37.7
2098.0,Mario Garcia,2023-11-10,40.1
2065.0,Brandon Leonard,2023-11-10,37.5
2204.0,Barbara Martin,2023-11-10,37.2
2097.0,Christopher Lambert,2023-11-10,37.1
2232.0,Gary Daniel,2023-11-10,37.2
2090.0,Lonnie Brown,2023-11-10,37.4
2024.0,Jennifer Cohen,2023-11-10,40.1
2025.0,Kristopher Ortiz,2023-11-10,38.4
2128.0,James Phelps,2023-11-10,39.8
2032.0,Tiffany Riley,2023-11-10,39.6
2095.0,Ian West,2023-11-10,37.8
2044.0,Kelly Andrews,2023-11-10,39.8
2037.0,Brittany Sanchez,2023-11-10,38.1
2220.0,Eddie Aguilar,2023-11-10,37.0
2052.0,Jillian Collins,2023-11-10,44.8
2157.0,Brandon Davis,2023-11-10,37.4
2246.0,Melanie Stevenson,2023-11-10,40.8
2088.0,Stephen Flores,2023-11-10,43.6
2003.0,Tiffany Long,2023-11-10,37.9
2117.0,Devon Foster,2023-11-17,37.0
2207.0,Caitlyn Roberts,2023-11-17,37.4
2202.0,Michael Nelson,2023-11-17,39.1
2015.0,Elizabeth Lam,2023-11-17,37.3
2064.0,Donna Estrada,2023-11-17,38.1
2056.0,Christopher Mays,2023-11-17,39.3
2149.0,Sarah Cruz MD,2023-11-17,37.5
2042.0,John Wallace,2023-11-17,37.2
2191.0,Aaron Turner,2023-11-17,39.7
2169.0,Ashley Marshall,2023-11-17,37.6
2116.0,Brian Anderson,2023-11-17,41.5
2212.0,William Perez,2023-11-17,37.2
2085.0,Mary Booth,2023-11-17,44.8
2136.0,Tina Davis,2023-11-17,48.8
2040.0,Daniel Blair,2023-11-17,39.3
2216.0,Kevin Johnson,2023-11-17,39.4
2086.0,Christina Sandoval,2023-11-17,39.8
2112.0,Anna Evans,2023-11-17,40.0
2211.0,Janet Davis,2023-11-17,39.0
2057.0,Michelle Lopez,2023-11-17,38.5
2204.0,Barbara Martin,2023-11-17,37.2
2177.0,Antonio Torres,2023-11-17,49.1
2066.0,Trevor Howard,2023-11-17,40.6
2137.0,Terry Salazar,2023-11-17,39.0
2037.0,Brittany Sanchez,2023-11-17,38.0
2030.0,Jimmy Brown,2023-11-17,51.0
2113.0,Brandy Short,2023-11-17,38.2
2016.0,Amanda Levy,2023-11-17,39.2
2092.0,Eric Martinez,2023-11-17,38.6
2175.0,Monica Hartman,2023-11-17,40.9
2011.0,Matthew Cummings,2023-11-17,38.9
2162.0,Shane Rodgers,2023-11-17,38.3
2197.0,Adam Thomas,2023-11-17,42.4
2152.0,Wendy Moore,2023-11-17,37.7
2190.0,Jennifer Olsen,2023-11-17,37.6
2214.0,Brian Hoover,2023-11-17,38.3
2221.0,Alison Mcintyre,2023-11-17,45.1
2238.0,Nicholas Guerrero,2023-11-17,46.6
2176.0,Brenda Joseph,2023-11-17,40.3
2167.0,Molly Franklin,2023-11-17,39.8
2154.0,Kelli Bennett,2023-11-17,37.3
2200.0,Lori Dominguez,2023-11-17,40.0
2091.0,Ryan Ryan,2023-11-17,38.7
2080.0,Sean Jones,2023-11-17,62.5
2115.0,Bobby Ho,2023-11-17,38.3
2114.0,Andrea Jensen,2023-11-17,37.7
2009.0,Virginia Cervantes,2023-11-17,49.3
2246.0,Melanie Stevenson,2023-11-17,42.8
2087.0,Jessica Hicks,2023-11-17,44.6
2206.0,Richard Rodriguez,2023-11-17,44.2
2121.0,Gabrielle Barber,2023-11-17,42.7
2219.0,Wanda Nichols,2023-11-17,37.9
2164.0,Joy Boyd,2023-11-17,37.7
2031.0,Scott Bradford,2023-11-17,37.4
2035.0,James Garcia,2023-11-17,37.2
2240.0,Jessica George,2023-11-17,40.8
2027.0,Chelsea Rojas,2023-11-17,38.5
2213.0,Jennifer Ross,2023-11-17,45.0
2000.0,Michael Thomas,2023-11-17,44.5
2078.0,Ross Washington,2023-11-17,43.4
2122.0,Alexis Cook,2023-11-17,50.6
2192.0,Connie Miller,2023-11-17,37.0
2243.0,Alicia Smith,2023-11-17,38.2
2032.0,Tiffany Riley,2023-11-17,37.2
2124.0,Sheri Perez,2023-11-17,48.1
2171.0,Nichole Wade,2023-11-17,38.2
2044.0,Kelly Andrews,2023-11-17,37.2
2133.0,Jody Mueller,2023-11-17,37.2
2199.0,Daniel Stone,2023-11-17,38.5
2170.0,Ronald Sullivan,2023-11-17,40.9
2088.0,Stephen Flores,2023-11-17,49.5
2054.0,Kevin Rose,2023-11-17,37.0
2013.0,Amber Vargas,2023-11-17,37.2
2065.0,Brandon Leonard,2023-11-17,38.5
2203.0,Jamie Smith,2023-11-17,42.9
2123.0,Dana Patterson,2023-11-17,37.4
2012.0,Meredith Jackson,2023-11-17,38.5
2166.0,Yvette Lewis,2023-11-17,40.7
2041.0,Brittany Hudson,2023-11-17,37.3
2231.0,Brandon Garrett,2023-11-17,40.2
2071.0,Dana Hampton,2023-11-17,37.1
2008.0,Elizabeth Oneal,2023-11-17,38.2
2145.0,Stephen Beck,2023-11-17,41.8
2172.0,Lauren Richardson,2023-11-17,37.6
2239.0,Michael Reed,2023-11-17,39.5
2069.0,Bryce Marshall,2023-11-17,37.0
2135.0,Megan Glenn,2023-11-17,37.4
2070.0,Angela Shannon,2023-11-17,47.5
2193.0,Emily Miller,2023-11-17,38.4
2050.0,Glenn Ramos,2023-11-17,63.9
2198.0,Angela Davis,2023-11-17,39.0
2007.0,Kerry Lopez,2023-11-17,38.3
2014.0,Megan Jones,2023-11-17,50.4
2090.0,Lonnie Brown,2023-11-17,52.1
2055.0,Elizabeth Anderson,2023-11-17,40.8
2118.0,Linda Vazquez DVM,2023-11-17,37.4
2079.0,Sabrina Alexander,2023-11-17,37.7
2051.0,Mr. Frank Cook Jr.,2023-11-17,37.4
2156.0,Daniel Thompson,2023-11-17,37.6
2174.0,Patrick Watkins,2023-11-17,37.3
2125.0,John Miller,2023-11-17,45.5
2119.0,Hannah Monroe,2023-11-17,37.0
2242.0,Gabriel Green,2023-11-17,40.4
2134.0,Rachel Washington,2023-11-17,47.4
2120.0,Brittany Sanchez,2023-11-17,39.8
2163.0,Barbara Robinson,2023-11-17,40.6
2131.0,Monique Hudson,2023-11-17,39.1
2228.0,Donna Miller,2023-11-17,39.6
2026.0,Gregory Lopez,2023-11-17,38.0
2173.0,David Ochoa,2023-11-17,41.6
2222.0,Robert Smith,2023-11-17,37.6
2001.0,Michael Davis,2023-11-17,38.8
2249.0,Jennifer Koch,2023-11-17,42.8
2077.0,Jake Rojas,2023-11-17,41.3
2072.0,Ariana Johnson,2023-11-17,37.1
2068.0,Cathy Fuller,2023-11-17,38.5
2089.0,Kimberly Gonzales,2023-11-17,37.7
2006.0,Katie Andrews,2023-11-17,41.4
2034.0,Michael Martinez,2023-11-17,37.6
2178.0,Ruben Curtis,2023-11-17,41.0
2028.0,Tina Walker,2023-11-17,38.9
2195.0,Christopher Richmond,2023-11-17,37.1
2021.0,Joseph Green,2023-11-17,48.0
2184.0,William Hardin,2023-11-17,49.6
2187.0,Katherine Green,2023-11-17,45.7
2224.0,Michael Hutchinson,2023-11-17,37.3
2102.0,Shannon Johnson,2023-11-17,42.9
2245.0,Donald Pratt,2023-11-17,38.6
2096.0,Jonathan Lopez Jr.,2023-11-17,37.9
2127.0,Andre Fritz,2023-11-17,37.6
2010.0,Meghan Davis,2023-11-17,40.4
2083.0,Phillip Smith,2023-11-17,37.8
2103.0,Caroline Lee,2023-11-17,39.8
2060.0,Peter Scott,2023-11-17,37.1
2183.0,Jonathan Romero,2023-11-17,37.6
2045.0,Melissa Barber,2023-11-17,41.5
2140.0,Robert Owen,2023-11-17,37.1
2105.0,Tamara Riley,2023-11-17,37.6
2225.0,Jason Mayer,2023-11-17,38.1
2005.0,Ruben Anderson,2023-11-17,37.5
2025.0,Kristopher Ortiz,2023-11-17,38.8
2029.0,Veronica Carson,2023-11-17,39.2
2153.0,April Carroll,2023-11-17,37.2
2061.0,Kelly Williams,2023-11-17,38.3
2143.0,Christopher Butler,2023-11-17,38.0
2104.0,Marilyn Moore,2023-11-17,39.8
2235.0,Kayla Garcia,2023-11-17,38.5
2233.0,David Harrell,2023-11-17,43.1
2188.0,Janet Davidson,2023-11-17,41.7
2020.0,Alan Mejia,2023-11-17,37.2
2147.0,Crystal Russo,2023-11-17,41.1
2182.0,Caitlin Bruce,2023-11-17,37.3
2150.0,Terry Fowler,2023-11-17,43.3
2227.0,Megan Johnson,2023-11-17,37.5
2209.0,Sarah Payne,2023-11-17,40.5
